#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   V      u      v      b      y      Hb_w   Hb_n     Mact
 1   9.73 -0.01  1.06439  0.255 3.775  4.256 10.50  0.140 0.89 14.241 14.422 16.516 15.506 14.839 14.402 14.622 11.517  1.064 
 1   9.73 -0.01  1.04051  0.188 3.773  4.307 11.60  0.148 0.00 15.901 16.079 18.124 17.128 16.486 16.060 16.274 13.171  1.041 
 1   9.73  0.01  0.99604  0.014 3.761  4.410 10.10  0.122 0.00 14.834 15.008 17.158 16.138 15.435 14.988 15.213 12.104  0.996 
 1   9.73  0.01  1.16400  0.527 3.775  4.025 11.10  0.122 0.99 13.847 13.989 16.018 15.001 14.382 13.970 14.175 11.078  1.164 
 1   9.73  0.03  0.85409 -0.395 3.711  4.556 10.40  0.138 0.94 15.567 15.941 18.776 17.487 16.478 15.903 16.217 13.082  0.854 
 1   9.73  0.03  1.06953  0.217 3.774  4.292 10.90  0.141 0.00 15.128 15.295 17.349 16.346 15.701 15.276 15.488 12.387  1.070 
 1   9.75 -0.55  0.92881  0.066 3.788  4.438 10.90  0.132 0.00 15.506 15.694 17.436 16.582 16.062 15.676 15.865 12.764  0.929 
 1   9.75 -0.51  1.00638  0.272 3.805  4.335 10.10  0.112 0.00 14.190 14.341 16.010 15.139 14.672 14.324 14.494 11.407  1.006 
 1   9.75 -0.51  1.14215  1.051 3.702  3.200 11.40  0.142 0.00 13.542 13.905 16.538 15.337 14.457 13.885 14.189 11.065  1.142 
 1   9.75 -0.49  1.09082  0.609 3.810  4.055 11.90  0.118 0.90 14.787 14.937 16.642 15.723 15.263 14.920 15.089 12.006  1.091 
 1   9.75 -0.49  0.99018  0.216 3.800  4.363 12.20  0.136 0.00 16.430 16.607 18.309 17.441 16.955 16.590 16.769 13.677  0.990 
 1   9.75 -0.41  1.11655  0.656 3.749  3.771 11.20  0.115 0.00 14.330 14.538 16.658 15.647 14.979 14.519 14.750 11.633  1.117 
 1   9.75 -0.41  1.13940  1.248 3.690  2.953 11.50  0.129 0.00 13.151 13.552 16.408 15.115 14.141 13.530 13.857 10.734  1.139 
 1   9.75 -0.41  1.04330  0.375 3.798  4.219 12.60  0.119 0.93 15.908 16.063 17.816 16.920 16.414 16.045 16.226 13.133  1.043 
 1   9.75 -0.37  1.51509  2.014 3.650  2.035  8.80  0.119 0.76  8.535  9.133 12.690 11.109  9.852  9.108  9.517  6.396  1.158 
 1   9.75 -0.35  1.14619  0.702 3.709  3.576 11.60  0.122 0.95 14.117 14.376 16.598 15.550 14.838 14.355 14.605 11.493  1.146 
 1   9.75 -0.33  1.06416  0.383 3.798  4.221  9.30  0.105 0.71 12.990 13.141 14.957 14.028 13.498 13.122 13.309 10.215  1.064 
 1   9.75 -0.31  0.77766 -0.477 3.713  4.606 10.00  0.144 0.74 15.732 16.143 18.800 17.601 16.676 16.109 16.421 13.282  0.778 
 1   9.75 -0.31  1.09861  0.444 3.789  4.137 11.90  0.132 0.00 15.560 15.724 17.571 16.629 16.091 15.707 15.897 12.802  1.099 
 1   9.75 -0.31  0.93228 -0.028 3.770  4.462 12.20  0.136 0.94 16.463 16.667 18.672 17.730 17.085 16.647 16.867 13.754  0.932 
 1   9.75 -0.29  0.59853 -1.036 3.638  4.750  4.70  0.043 0.92 11.455 12.158 15.694 14.072 12.832 12.093 12.551  9.367  0.599 
 1   9.75 -0.29  1.07557  0.378 3.796  4.222 12.20  0.134 0.85 15.708 15.878 17.731 16.797 16.249 15.860 16.053 12.957  1.076 
 1   9.75 -0.27  1.02144  0.220 3.791  4.337 11.30  0.118 0.00 15.520 15.668 17.484 16.569 16.030 15.650 15.837 12.743  1.021 
 1   9.75 -0.25  0.98269  0.073 3.777  4.413 11.30  0.123 0.00 15.887 16.053 17.955 17.033 16.442 16.034 16.236 13.132  0.983 
 1   9.75 -0.25  0.89810 -0.153 3.754  4.505 11.40  0.123 0.87 16.140 16.381 18.617 17.590 16.838 16.357 16.605 13.483  0.898 
 1   9.75 -0.23  0.88500 -0.198 3.748  4.519 11.60  0.126 0.90 16.375 16.625 18.922 17.870 17.091 16.600 16.854 13.731  0.885 
 1   9.75 -0.23  1.10070  0.392 3.790  4.196 12.30  0.129 0.00 16.091 16.245 18.101 17.154 16.610 16.227 16.417 13.323  1.101 
 1   9.75 -0.21  1.16756  0.648 3.770  3.883  9.80  0.129 0.78 12.791 12.970 15.014 14.008 13.381 12.951 13.165 10.059  1.168 
 1   9.75 -0.21  1.08401  0.339 3.792  4.249 11.50  0.123 0.00 15.424 15.569 17.410 16.471 15.930 15.551 15.738 12.646  1.084 
 1   9.75 -0.21  1.15338  0.605 3.792  4.010 12.40  0.141 0.99 15.038 15.201 17.090 16.115 15.569 15.183 15.374 12.283  1.153 
 1   9.75 -0.19  0.76449 -0.567 3.696  4.617  8.60  0.128 0.76 14.511 14.988 17.923 16.591 15.553 14.945 15.289 12.142  0.764 
 1   9.75 -0.17  0.89114 -0.206 3.744  4.516 10.10  0.135 0.00 15.384 15.615 17.864 16.827 16.072 15.593 15.838 12.719  0.891 
 1   9.75 -0.17  0.95899 -0.020 3.765  4.444 10.70  0.140 0.00 15.519 15.716 17.767 16.795 16.136 15.696 15.917 12.807  0.959 
 1   9.75 -0.17  0.99135  0.067 3.773  4.406 11.10  0.121 0.00 15.703 15.866 17.829 16.883 16.265 15.847 16.055 12.949  0.991 
 1   9.75 -0.17  1.01101  0.119 3.778  4.382 11.50  0.097 0.00 15.974 16.107 18.021 17.086 16.490 16.088 16.286 13.183  1.011 
 1   9.75 -0.17  1.09368  0.335 3.789  4.245 11.50  0.124 0.00 15.432 15.578 17.452 16.502 15.945 15.560 15.751 12.657  1.094 
 1   9.75 -0.15  1.14708  0.518 3.790  4.087 11.80  0.144 0.00 15.276 15.437 17.342 16.361 15.806 15.419 15.612 12.521  1.147 
 1   9.75 -0.13  1.06061  0.241 3.785  4.309 10.80  0.134 0.71 14.826 15.016 16.998 16.025 15.411 14.995 15.206 12.105  1.061 
 1   9.75 -0.13  0.93954 -0.086 3.756  4.466 11.20  0.108 0.00 16.184 16.362 18.489 17.492 16.792 16.341 16.568 13.454  0.940 
 1   9.75 -0.13  1.04654  0.206 3.783  4.328 11.40  0.121 0.00 15.654 15.802 17.719 16.768 16.182 15.783 15.981 12.883  1.047 
 1   9.75 -0.13  1.32849  0.251 3.785  4.301 11.90  0.133 0.80 16.041 16.198 18.110 17.155 16.576 16.180 16.377 13.281  1.065 
 1   9.75 -0.11  0.97301  0.002 3.764  4.426 10.50  0.140 0.00 15.265 15.459 17.539 16.552 15.881 15.439 15.662 12.552  0.973 
 1   9.75 -0.11  1.01417  0.117 3.775  4.372 10.60  0.132 0.00 15.078 15.245 17.226 16.266 15.644 15.226 15.434 12.331  1.014 
 1   9.75 -0.07  1.11991  0.391 3.782  4.171 10.80  0.131 0.00 14.593 14.745 16.708 15.723 15.129 14.726 14.927 11.830  1.120 
 1   9.75 -0.05  1.13707  0.478 3.782  4.088 11.40  0.122 0.00 14.974 15.116 17.093 16.094 15.499 15.097 15.297 12.201  1.137 
 1   9.75 -0.05  0.97354 -0.009 3.760  4.421 12.30  0.111 0.95 16.515 16.698 18.884 17.858 17.135 16.677 16.908 13.795  0.974 
 1   9.75 -0.01  1.17382  0.574 3.761  3.923 10.70  0.146 0.96 13.438 13.621 15.738 14.698 14.040 13.602 13.822 10.720  1.174 
 1   9.75  0.01  0.88264 -0.302 3.725  4.532 10.30  0.149 0.00 15.826 16.114 18.667 17.504 16.615 16.087 16.364 13.241  0.883 
 1   9.75  0.03  0.87721 -0.323 3.722  4.536  9.60  0.117 0.87 14.755 15.094 17.824 16.584 15.617 15.058 15.360 12.227  0.877 
 1   9.75  0.07  1.21676  0.886 3.679  3.300 10.20  0.130 0.00 12.755 13.210 16.439 15.000 13.843 13.179 13.537 10.412  1.217 
 1   9.75  0.15  1.15393  0.454 3.768  4.065 12.90  0.111 0.78 16.351 16.507 18.724 17.651 16.936 16.487 16.712 13.610  1.154 
 1   9.77 -0.59  0.99550  0.311 3.809  4.306 10.80  0.107 0.00 14.791 14.940 16.585 15.714 15.263 14.924 15.090 12.007  0.995 
 1   9.77 -0.47  0.72450 -0.580 3.703  4.637  7.30  0.085 0.00 13.521 13.836 16.427 15.244 14.342 13.804 14.093 10.956  0.724 
 1   9.77 -0.47  0.83653 -0.231 3.753  4.548 10.00  0.111 0.99 14.640 14.847 16.897 15.955 15.281 14.827 15.056 11.934  0.837 
 1   9.77 -0.47  1.09596  0.659 3.790  3.926 11.20  0.116 0.82 14.125 14.284 16.094 15.162 14.646 14.267 14.453 11.355  1.096 
 1   9.77 -0.47  0.91840  0.011 3.780  4.455 11.80  0.119 0.00 16.543 16.719 18.523 17.654 17.100 16.701 16.897 13.790  0.918 
 1   9.77 -0.45  1.00858  0.288 3.801  4.304 11.30  0.111 0.00 15.349 15.496 17.197 16.316 15.834 15.478 15.652 12.562  1.009 
 1   9.77 -0.43  1.12717  1.216 3.692  2.987 11.40  0.144 0.00 13.131 13.540 16.367 15.086 14.126 13.518 13.844 10.721  1.127 
 1   9.77 -0.41  1.49454  0.578 3.796  4.021 10.40  0.138 0.72 13.724 13.894 15.689 14.747 14.246 13.877 14.059 10.968  1.076 
 1   9.77 -0.41  0.93614  0.054 3.781  4.426 10.60  0.112 0.97 14.596 14.763 16.603 15.717 15.148 14.745 14.943 11.836  0.936 
 1   9.77 -0.39  1.14697  0.154 3.788  4.365 11.00  0.142 0.84 15.338 15.565 17.351 16.470 15.935 15.547 15.739 12.640  0.966 
 1   9.77 -0.39  0.97919  0.197 3.790  4.339 11.10  0.117 0.92 14.887 15.052 16.870 15.976 15.426 15.033 15.226 12.124  0.979 
 1   9.77 -0.37  1.47571  2.430 5.069  7.007  9.40  0.133 0.78  8.095 14.978 14.470 14.766 14.851 14.974 14.776 11.608  0.600 
 1   9.77 -0.37  0.83186 -0.274 3.744  4.555 10.20  0.135 0.00 15.654 15.894 18.061 17.067 16.345 15.872 16.114 12.992  0.832 
 1   9.77 -0.37  0.90150 -0.060 3.769  4.475 11.60  0.140 0.00 16.519 16.722 18.656 17.742 17.129 16.703 16.916 13.804  0.901 
 1   9.77 -0.33  0.91408 -0.056 3.768  4.472 10.20  0.140 0.91 14.604 14.824 16.871 15.916 15.252 14.803 15.030 11.915  0.914 
 1   9.77 -0.31  0.89453 -0.125 3.759  4.498 10.00  0.105 0.00 15.082 15.261 17.283 16.337 15.680 15.241 15.460 12.345  0.895 
 1   9.77 -0.31  0.85255 -0.246 3.745  4.541 10.10  0.121 0.88 15.056 15.319 17.626 16.574 15.790 15.294 15.552 12.426  0.853 
 1   9.77 -0.31  1.05145  0.345 3.796  4.244 10.20  0.122 0.00 14.107 14.256 16.043 15.124 14.608 14.239 14.421 11.329  1.051 
 1   9.77 -0.31  0.90306 -0.100 3.762  4.488 11.60  0.120 0.93 16.083 16.289 18.379 17.408 16.722 16.269 16.498 13.381  0.903 
 1   9.77 -0.31  0.97992  0.134 3.785  4.382 12.70  0.112 0.95 16.560 16.718 18.586 17.677 17.101 16.699 16.897 13.793  0.980 
 1   9.77 -0.29  0.83759 -0.299 3.738  4.557  9.70  0.136 0.00 15.218 15.470 17.745 16.704 15.936 15.447 15.699 12.576  0.838 
 1   9.77 -0.29  0.85234 -0.256 3.743  4.543 10.10  0.112 0.00 15.511 15.726 17.926 16.915 16.177 15.704 15.945 12.824  0.852 
 1   9.77 -0.29  1.03594  0.290 3.795  4.289 11.10  0.113 0.00 15.145 15.285 17.072 16.158 15.637 15.267 15.449 12.357  1.036 
 1   9.77 -0.29  1.06375  0.359 3.794  4.229 11.90  0.124 0.00 15.773 15.924 17.730 16.803 16.279 15.906 16.090 12.998  1.064 
 1   9.77 -0.27  1.26475  0.439 3.784  4.125 12.30  0.130 0.87 15.972 16.136 18.022 17.070 16.512 16.118 16.313 13.215  1.104 
 1   9.77 -0.23  1.27471  0.134 3.782  4.378 11.60  0.119 0.79 16.033 16.188 18.071 17.146 16.569 16.170 16.367 13.266  1.005 
 1   9.77 -0.23  1.10455  0.407 3.784  4.156 12.20  0.113 0.00 15.951 16.096 17.984 17.032 16.470 16.078 16.271 13.173  1.105 
 1   9.77 -0.21  0.95950  0.006 3.769  4.435 11.40  0.140 0.00 16.156 16.348 18.346 17.394 16.758 16.329 16.544 13.435  0.960 
 1   9.77 -0.21  0.99166  0.091 3.777  4.397 12.10  0.122 0.96 16.000 16.168 18.121 17.181 16.567 16.149 16.357 13.250  0.992 
 1   9.77 -0.19  0.99155  0.084 3.775  4.397 11.50  0.143 0.97 15.414 15.604 17.588 16.637 16.011 15.585 15.798 12.691  0.992 
 1   9.77 -0.17  1.20890  1.715 3.678  2.463 11.70  0.152 0.00 12.183 12.654 15.895 14.449 13.313 12.633 12.996  9.879  1.209 
 1   9.77 -0.15  0.92315 -0.116 3.753  4.478 11.30  0.164 0.00 16.361 16.600 18.778 17.765 17.047 16.579 16.818 13.703  0.923 
 1   9.77 -0.15  0.98797  0.064 3.772  4.401 12.10  0.122 0.00 16.711 16.876 18.863 17.907 17.278 16.857 17.067 13.960  0.988 
 1   9.77 -0.13  1.12870  0.413 3.779  4.141 11.50  0.099 0.00 15.236 15.364 17.307 16.335 15.745 15.346 15.542 12.443  1.129 
 1   9.77 -0.05  1.04461  0.218 3.776  4.289  9.90  0.143 0.00 14.124 14.295 16.302 15.319 14.695 14.276 14.485 11.384  1.045 
 1   9.77 -0.05  1.09409  0.369 3.779  4.169 10.70  0.119 0.00 14.549 14.692 16.679 15.689 15.081 14.673 14.876 11.777  1.094 
 1   9.77 -0.03  1.22602  2.559 5.074  6.892 10.60  0.121 0.00  8.972 15.882 15.365 15.663 15.751 15.877 15.677 12.509  0.589 
 1   9.77 -0.01  1.20803  1.495 3.659  2.605 11.00  0.114 0.00 12.032 12.585 16.124 14.556 13.284 12.555 12.953  9.828  1.208 
 1   9.77  0.01  0.83099 -0.447 3.704  4.568 10.30  0.138 0.00 16.188 16.548 19.359 18.080 17.081 16.511 16.820 13.687  0.831 
 1   9.79 -0.73  0.84427 -0.087 3.777  4.505 11.40  0.119 0.00 16.388 16.586 18.330 17.509 16.972 16.568 16.765 13.654  0.844 
 1   9.79 -0.67  0.58678 -0.952 3.661  4.750  9.40  0.135 0.88 16.036 16.668 19.873 18.413 17.287 16.615 17.012 13.847  0.587 
 1   9.79 -0.65  0.72536 -0.502 3.721  4.631 10.60  0.134 0.71 16.416 16.783 19.208 18.122 17.292 16.754 17.044 13.907  0.725 
 1   9.79 -0.61  1.00842  0.391 3.811  4.239 13.20  0.110 0.87 16.655 16.813 18.493 17.618 17.149 16.796 16.969 13.881  1.008 
 1   9.79 -0.57  0.93721  0.128 3.793  4.401 12.20  0.153 0.00 16.650 16.857 18.581 17.723 17.220 16.839 17.027 13.930  0.937 
 1   9.79 -0.49  0.93594  0.080 3.787  4.422 12.10  0.143 0.78 16.443 16.667 18.539 17.640 17.063 16.647 16.856 13.749  0.936 
 1   9.79 -0.47  0.88254 -0.086 3.769  4.492 10.70  0.132 0.00 15.684 15.885 17.776 16.886 16.289 15.866 16.076 12.963  0.883 
 1   9.79 -0.47  1.23462  0.163 3.793  4.379 11.60  0.109 0.78 15.961 16.115 17.840 16.973 16.468 16.097 16.278 13.181  0.966 
 1   9.79 -0.45  0.93118  0.054 3.783  4.431 11.70  0.119 0.75 16.142 16.348 18.235 17.333 16.744 16.327 16.537 13.428  0.931 
 1   9.79 -0.45  1.00742  0.300 3.800  4.289 12.40  0.127 0.00 16.420 16.582 18.298 17.412 16.926 16.565 16.742 13.652  1.007 
 1   9.79 -0.43  0.82508 -0.272 3.746  4.557 11.20  0.135 0.70 16.480 16.776 18.976 17.979 17.242 16.751 17.008 13.881  0.825 
 1   9.79 -0.43  0.94726  0.101 3.786  4.404 11.70  0.134 0.87 15.840 16.038 17.918 17.014 16.432 16.019 16.225 13.118  0.947 
 1   9.79 -0.41  0.43754 -1.446 3.607  4.900  7.20  0.091 0.00 15.586 16.502 20.256 18.560 17.291 16.438 16.979 13.795  0.438 
 1   9.79 -0.41  0.73179 -0.575 3.702  4.631 10.40  0.113 0.99 15.881 16.234 18.902 17.685 16.753 16.200 16.501 13.362  0.732 
 1   9.79 -0.41  0.95318  0.123 3.786  4.386 11.90  0.151 0.00 16.363 16.559 18.370 17.479 16.936 16.541 16.737 13.637  0.953 
 1   9.79 -0.39  1.01345  0.317 3.793  4.245 12.70  0.140 0.89 16.289 16.473 18.297 17.388 16.846 16.455 16.649 13.550  1.013 
 1   9.79 -0.37  1.03963  0.377 3.793  4.196 12.30  0.129 0.00 16.127 16.291 18.086 17.167 16.649 16.273 16.458 13.365  1.040 
 1   9.79 -0.35  1.01563  0.301 3.797  4.278 13.40  0.128 1.00 16.679 16.837 18.604 17.697 17.189 16.820 17.001 13.910  1.016 
 1   9.79 -0.33  0.85791 -0.212 3.750  4.529 11.60  0.119 0.89 16.449 16.694 18.931 17.909 17.154 16.671 16.920 13.796  0.858 
 1   9.79 -0.29  0.92107 -0.052 3.766  4.465  8.50  0.109 0.00 13.400 13.571 15.544 14.610 13.979 13.552 13.764 10.652  0.921 
 1   9.79 -0.29  0.77577 -0.483 3.712  4.603 10.10  0.121 0.00 16.078 16.396 18.976 17.801 16.902 16.365 16.652 13.519  0.776 
 1   9.79 -0.29  1.16005  2.642 3.603  1.216 12.60  0.120 0.00 10.764 11.784 16.525 14.367 12.707 11.750 12.303  9.176  1.160 
 1   9.79 -0.29  1.14404  0.808 3.698  3.427 13.40  0.128 0.76 16.048 16.398 19.086 17.874 16.950 16.375 16.680 13.556  1.144 
 1   9.79 -0.27  1.21692  0.262 3.791  4.299 10.80  0.100 0.85 14.913 15.043 16.848 15.932 15.399 15.025 15.208 12.114  1.029 
 1   9.79 -0.27  1.12589  0.620 3.772  3.904 11.30  0.126 0.74 14.403 14.582 16.593 15.600 14.988 14.564 14.775 11.669  1.126 
 1   9.79 -0.25  1.04534  0.291 3.792  4.279 10.50  0.113 0.00 14.543 14.683 16.505 15.579 15.042 14.665 14.850 11.757  1.045 
 1   9.79 -0.25  1.19228 -0.134 3.755  4.494 10.60  0.113 0.75 15.663 15.889 17.941 16.990 16.314 15.868 16.092 12.976  0.899 
 1   9.79 -0.25  1.52537  0.568 3.792  4.033 11.90  0.131 0.73 15.251 15.404 17.264 16.297 15.765 15.387 15.574 12.483  1.118 
 1   9.79 -0.23  0.67466 -0.822 3.661  4.681  8.70  0.120 0.74 15.229 15.893 19.241 17.706 16.526 15.833 16.251 13.082  0.675 
 1   9.79 -0.23  1.03076  0.228 3.788  4.320 10.20  0.134 0.99 13.680 13.844 15.708 14.778 14.217 13.826 14.020 10.923  1.031 
 1   9.79 -0.23  0.96640  0.043 3.773  4.418 11.10  0.109 0.98 15.075 15.235 17.192 16.255 15.635 15.216 15.423 12.315  0.966 
 1   9.79 -0.21  1.06769  0.317 3.788  4.248 12.30  0.130 0.80 16.027 16.201 18.142 17.182 16.589 16.182 16.386 13.285  1.068 
 1   9.79 -0.19  1.08534  0.346 3.785  4.212 11.00  0.116 0.00 14.905 15.050 16.944 15.992 15.424 15.031 15.225 12.128  1.085 
 1   9.79 -0.19  1.14880  0.600 3.758  3.878 11.20  0.141 0.00 14.470 14.675 16.813 15.778 15.108 14.656 14.883 11.774  1.149 
 1   9.79 -0.15  1.05920  0.262 3.784  4.281 11.20  0.144 0.00 15.314 15.485 17.409 16.452 15.869 15.467 15.667 12.570  1.059 
 1   9.79 -0.15  0.91212 -0.139 3.750  4.485 11.30  0.127 0.00 16.418 16.624 18.804 17.792 17.068 16.603 16.839 13.722  0.912 
 1   9.79 -0.13  0.95217 -0.031 3.761  4.438 12.50  0.123 1.00 16.598 16.782 18.872 17.885 17.205 16.761 16.984 13.873  0.952 
 1   9.79 -0.11  0.97660  0.034 3.766  4.405 10.40  0.115 0.00 15.085 15.250 17.295 16.318 15.661 15.230 15.446 12.337  0.977 
 1   9.79 -0.11  0.98141  0.048 3.768  4.398 11.50  0.131 0.00 16.150 16.328 18.372 17.394 16.741 16.309 16.525 13.418  0.981 
 1   9.79 -0.11  1.08280  0.307 3.778  4.225 11.70  0.129 0.00 15.703 15.862 17.830 16.857 16.253 15.843 16.047 12.947  1.083 
 1   9.79 -0.07  0.75114 -0.646 3.680  4.624  8.20  0.106 0.95 13.968 14.470 17.641 16.186 15.049 14.416 14.783 11.625  0.751 
 1   9.79 -0.07  0.93798 -0.091 3.752  4.456 11.60  0.122 0.00 16.598 16.792 18.986 17.962 17.234 16.771 17.005 13.890  0.938 
 1   9.79 -0.03  0.80046 -0.514 3.697  4.589  9.60  0.127 0.00 15.654 16.037 18.918 17.605 16.578 15.997 16.316 13.178  0.800 
 1   9.79  0.01  0.88013 -0.297 3.726  4.528 11.10  0.143 0.83 16.274 16.632 19.307 18.095 17.155 16.598 16.900 13.768  0.880 
 1   9.79  0.03  0.97644 -0.017 3.756  4.413 11.10  0.136 0.00 15.912 16.110 18.326 17.284 16.552 16.089 16.324 13.213  0.976 
 1   9.79  0.05  1.08056  0.288 3.772  4.219 11.00  0.114 0.88 14.677 14.834 16.963 15.936 15.252 14.813 15.033 11.928  1.081 
 1   9.79  0.07  1.09356  0.323 3.771  4.186 11.70  0.122 0.00 15.663 15.813 17.904 16.880 16.221 15.793 16.006 12.906  1.094 
 1   9.79  0.09  1.10801  0.365 3.771  4.147 11.10  0.117 0.00 14.958 15.102 17.210 16.176 15.512 15.083 15.297 12.196  1.108 
 1   9.79  0.09  1.14071  0.481 3.765  4.020 11.60  0.106 0.00 15.167 15.311 17.476 16.419 15.732 15.292 15.511 12.409  1.141 
 1   9.81 -0.67  0.97993  0.405 3.809  4.205 11.90  0.127 0.00 15.657 15.830 17.488 16.602 16.156 15.814 15.982 12.900  0.980 
 1   9.81 -0.63  0.70463 -0.574 3.710  4.648 10.00  0.107 0.74 15.960 16.342 18.903 17.750 16.864 16.309 16.613 13.472  0.705 
 1   9.81 -0.51  0.94831  0.140 3.792  4.390 10.30  0.124 0.99 14.009 14.184 15.919 15.057 14.545 14.166 14.352 11.253  0.948 
 1   9.81 -0.49  0.79214 -0.349 3.737  4.578 10.40  0.140 0.00 16.042 16.309 18.518 17.512 16.772 16.287 16.537 13.411  0.792 
 1   9.81 -0.49  1.01423  0.341 3.802  4.258 11.50  0.144 0.00 15.416 15.598 17.311 16.420 15.941 15.581 15.758 12.670  1.014 
 1   9.81 -0.45  1.16588  0.048 3.782  4.429 11.30  0.133 0.79 15.949 16.136 17.945 17.067 16.517 16.118 16.314 13.210  0.925 
 1   9.81 -0.45  1.09606  0.783 3.706  3.466 11.70  0.141 0.00 14.514 14.866 17.465 16.282 15.407 14.844 15.143 12.018  1.096 
 1   9.81 -0.45  0.99259  0.269 3.798  4.305 12.30  0.124 0.00 16.398 16.560 18.283 17.400 16.907 16.542 16.721 13.629  0.993 
 1   9.81 -0.43  0.82443 -0.267 3.747  4.554  9.50  0.131 0.00 14.937 15.170 17.284 16.315 15.615 15.149 15.386 12.264  0.824 
 1   9.81 -0.43  0.68596 -0.712 3.683  4.664  9.60  0.119 0.00 16.150 16.598 19.498 18.169 17.147 16.554 16.888 13.739  0.686 
 1   9.81 -0.43  0.93620  0.077 3.784  4.413 11.60  0.113 0.00 16.178 16.341 18.137 17.258 16.714 16.323 16.515 13.411  0.936 
 1   9.81 -0.43  1.21481  0.521 3.799  4.079 13.10  0.147 0.86 16.566 16.744 18.515 17.584 17.093 16.728 16.908 13.819  1.049 
 1   9.81 -0.39  1.07992  0.585 3.726  3.736 12.10  0.111 0.00 15.407 15.664 18.028 16.936 16.154 15.644 15.907 12.785  1.080 
 1   9.81 -0.35  0.92635  0.020 3.775  4.432 10.20  0.134 0.00 14.920 15.105 16.990 16.086 15.499 15.086 15.291 12.183  0.926 
 1   9.81 -0.35  0.83641 -0.258 3.745  4.545 11.10  0.121 0.00 16.514 16.736 18.893 17.902 17.184 16.715 16.953 13.832  0.836 
 1   9.81 -0.35  0.97776  0.215 3.791  4.324 11.20  0.142 0.00 15.432 15.610 17.414 16.507 15.976 15.592 15.782 12.686  0.978 
 1   9.81 -0.35  1.00497  0.284 3.795  4.282 12.20  0.132 0.99 15.545 15.710 17.494 16.586 16.067 15.692 15.877 12.784  1.005 
 1   9.81 -0.33  0.97611  0.181 3.788  4.345 11.60  0.134 0.71 15.790 15.993 17.878 16.952 16.378 15.972 16.177 13.075  0.976 
 1   9.81 -0.33  1.03751  0.347 3.790  4.215 12.60  0.110 0.96 15.876 16.019 17.819 16.906 16.378 16.001 16.186 13.091  1.038 
 1   9.81 -0.31  1.06124  0.388 3.784  4.159 11.60  0.123 0.92 14.893 15.054 16.908 15.981 15.428 15.036 15.230 12.131  1.061 
 1   9.81 -0.29  1.02588  0.284 3.792  4.278 10.00  0.137 0.00 14.061 14.227 16.050 15.127 14.591 14.209 14.398 11.305  1.026 
 1   9.81 -0.29  0.74209 -0.586 3.696  4.625 10.10  0.143 0.74 16.086 16.569 19.456 18.148 17.133 16.528 16.870 13.724  0.742 
 1   9.81 -0.27  1.48161  1.194 3.684  2.983  9.90  0.144 0.77 11.686 12.130 15.151 13.796 12.746 12.106 12.450  9.328  1.145 
 1   9.81 -0.27  0.93337 -0.018 3.768  4.445 10.80  0.134 0.00 15.615 15.806 17.783 16.844 16.216 15.787 16.001 12.891  0.933 
 1   9.81 -0.25  0.96197  0.052 3.774  4.412 11.70  0.121 0.00 16.341 16.507 18.432 17.506 16.902 16.488 16.693 13.587  0.962 
 1   9.81 -0.25  1.14754  1.006 3.689  3.196 13.00  0.134 0.00 15.255 15.664 18.592 17.274 16.258 15.640 15.971 12.847  1.148 
 1   9.81 -0.23  1.52217  0.376 3.781  4.165 11.50  0.110 0.71 15.329 15.475 17.380 16.428 15.854 15.457 15.652 12.552  1.082 
 1   9.81 -0.23  1.11394  0.562 3.783  3.999 12.20  0.102 0.00 15.564 15.698 17.603 16.633 16.071 15.680 15.872 12.774  1.114 
 1   9.81 -0.23  1.28582  0.745 3.697  3.488 12.40  0.122 0.89 15.309 15.671 18.475 17.210 16.238 15.646 15.961 12.837  1.147 
 1   9.81 -0.19  1.39557  0.523 3.788  4.059  9.40  0.160 0.80 12.862 13.044 14.962 13.981 13.421 13.027 13.224 10.131  1.113 
 1   9.81 -0.17  1.13539  0.583 3.768  3.928 10.70  0.136 0.00 14.012 14.194 16.252 15.238 14.607 14.176 14.391 11.286  1.135 
 1   9.81 -0.15  0.96127  0.012 3.766  4.418 10.70  0.118 0.00 15.440 15.611 17.647 16.677 16.024 15.592 15.807 12.698  0.961 
 1   9.81 -0.15  1.07739  0.312 3.781  4.227 13.10  0.123 0.95 16.489 16.643 18.577 17.620 17.028 16.624 16.825 13.725  1.077 
 1   9.81 -0.13  0.82013 -0.411 3.715  4.570  7.70  0.094 0.72 13.295 13.644 16.306 15.100 14.165 13.610 13.912 10.777  0.820 
 1   9.81 -0.13  0.76852 -0.567 3.693  4.609  9.00  0.125 0.79 14.885 15.375 18.371 17.009 15.946 15.329 15.681 12.532  0.769 
 1   9.81 -0.13  1.16410  0.640 3.697  3.597 10.50  0.124 0.00 13.669 14.034 16.887 15.602 14.605 14.008 14.326 11.201  1.164 
 1   9.81 -0.13  1.19480  2.286 5.038  7.022 11.70  0.126 0.00 10.755 17.411 16.905 17.199 17.284 17.407 17.208 14.041  0.591 
 1   9.81 -0.11  1.07679  0.354 3.782  4.190 10.70  0.149 0.00 14.585 14.760 16.720 15.741 15.148 14.741 14.944 11.847  1.077 
 1   9.81 -0.09  0.88854 -0.224 3.738  4.510 10.50  0.145 0.00 15.830 16.082 18.435 17.353 16.554 16.058 16.314 13.195  0.889 
