#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   V      u      v      b      y      Hb_w   Hb_n     Mact
 1   9.93 -0.13  1.21487  0.487 3.704  3.749 12.20  0.136 0.89 15.752 16.101 18.861 17.612 16.654 16.075 16.382 13.258  1.084 
 1   9.93 -0.13  1.06039  0.457 3.765  4.012 12.30  0.124 0.79 15.758 15.944 18.069 17.043 16.370 15.924 16.148 13.040  1.060 
 1   9.93 -0.13  1.10075  1.246 3.672  2.867 14.00  0.109 0.79 15.620 16.079 19.268 17.852 16.719 16.052 16.412 13.288  1.101 
 1   9.93 -0.11  1.02480  0.321 3.771  4.158 12.00  0.095 0.00 15.967 16.101 18.108 17.123 16.498 16.082 16.288 13.184  1.025 
 1   9.93 -0.09  0.73980 -0.647 3.680  4.619  9.60  0.138 0.00 15.988 16.476 19.572 18.153 17.047 16.426 16.780 13.629  0.740 
 1   9.93 -0.09  1.05676  0.431 3.764  4.032 10.00  0.125 0.82 13.489 13.676 15.827 14.792 14.106 13.656 13.883 10.774  1.057 
 1   9.93 -0.07  1.02832  0.323 3.769  4.147  9.70  0.104 0.00 13.662 13.807 15.860 14.857 14.213 13.788 13.999 10.895  1.028 
 1   9.93 -0.07  0.75807 -0.596 3.686  4.605  9.80  0.122 0.79 15.757 16.281 19.387 17.971 16.865 16.231 16.598 13.444  0.758 
 1   9.93 -0.07  0.79977 -0.463 3.705  4.569 10.30  0.140 0.00 16.227 16.587 19.356 18.096 17.117 16.552 16.858 13.724  0.800 
 1   9.93 -0.05  1.33323  0.443 3.704  3.788 10.90  0.151 0.81 14.562 14.927 17.743 16.471 15.488 14.901 15.213 12.090  1.080 
 1   9.93  0.01  1.10795  2.463 5.038  6.833  8.00  0.117 0.00  6.612 13.260 12.748 13.044 13.131 13.255 13.055  9.888  0.574 
 1   9.93  0.01  1.36910  0.404 3.753  4.016 11.30  0.131 0.77 15.061 15.257 17.508 16.435 15.706 15.238 15.474 12.364  1.059 
 1   9.93  0.03  1.02863  0.270 3.763  4.179 12.60  0.129 0.00 16.696 16.870 19.026 17.987 17.296 16.851 17.074 13.969  1.029 
 1   9.95 -0.71  0.93687  0.500 3.790  4.014 11.30  0.135 0.00 14.820 15.016 16.761 15.868 15.378 15.000 15.185 12.086  0.937 
 1   9.95 -0.63  0.84847 -0.013 3.777  4.435 11.90  0.125 0.00 16.704 16.899 18.677 17.830 17.285 16.881 17.079 13.969  0.848 
 1   9.95 -0.61  0.82857 -0.104 3.768  4.478 11.30  0.151 0.00 16.329 16.561 18.431 17.557 16.970 16.542 16.755 13.641  0.829 
 1   9.95 -0.59  0.93881  0.324 3.796  4.216 11.30  0.107 0.79 15.083 15.254 17.016 16.129 15.616 15.236 15.423 12.323  0.939 
 1   9.95 -0.55  0.78680 -0.287 3.745  4.548 11.20  0.133 0.95 16.106 16.367 18.541 17.553 16.828 16.346 16.594 13.467  0.787 
 1   9.95 -0.51  0.95913  0.335 3.793  4.204  9.00  0.118 0.00 12.932 13.096 14.837 13.947 13.449 13.078 13.259 10.164  0.959 
 1   9.95 -0.51  0.97929  0.437 3.793  4.109 12.30  0.130 0.00 15.977 16.151 17.914 17.006 16.507 16.134 16.317 13.222  0.979 
 1   9.95 -0.51  1.01360  0.722 3.707  3.498 12.70  0.150 0.00 15.665 16.023 18.581 17.417 16.560 16.002 16.299 13.173  1.014 
 1   9.95 -0.51  1.00739  0.549 3.730  3.760 12.80  0.145 0.71 16.118 16.408 18.711 17.647 16.895 16.389 16.651 13.527  1.007 
 1   9.95 -0.47  0.88664  0.031 3.777  4.409 11.80  0.128 0.77 16.303 16.525 18.444 17.536 16.932 16.504 16.720 13.607  0.887 
 1   9.95 -0.47  1.01624  0.902 3.699  3.286 12.80  0.148 0.99 14.925 15.281 17.854 16.684 15.821 15.260 15.558 12.434  1.016 
 1   9.95 -0.41  0.80914 -0.263 3.745  4.536 10.40  0.130 0.00 15.827 16.061 18.197 17.218 16.509 16.040 16.279 13.156  0.809 
 1   9.95 -0.39  0.81634 -0.242 3.747  4.527 10.00  0.106 0.72 15.208 15.470 17.654 16.660 15.928 15.445 15.696 12.569  0.816 
 1   9.95 -0.39  1.07892  0.402 3.780  4.090 10.30  0.140 0.90 14.065 14.251 16.127 15.191 14.636 14.233 14.432 11.330  0.970 
 1   9.95 -0.39  1.00327  0.655 3.701  3.536 12.70  0.135 0.00 15.834 16.195 18.872 17.660 16.746 16.171 16.478 13.352  1.003 
 1   9.95 -0.37  0.91333  0.117 3.778  4.341 11.10  0.112 0.00 15.578 15.740 17.594 16.690 16.123 15.721 15.919 12.813  0.913 
 1   9.95 -0.37  0.78476 -0.362 3.731  4.566 11.30  0.144 0.99 16.246 16.529 18.865 17.802 17.009 16.505 16.767 13.641  0.785 
 1   9.95 -0.33  0.98552  0.375 3.782  4.132  9.70  0.139 0.00 13.534 13.713 15.595 14.654 14.095 13.696 13.893 10.793  0.986 
 1   9.95 -0.33  1.03100  1.026 3.688  3.124 12.00  0.118 0.98 13.936 14.286 16.897 15.715 14.830 14.263 14.563 11.443  1.031 
 1   9.95 -0.33  0.95811  0.216 3.778  4.260 12.30  0.118 0.00 16.530 16.695 18.578 17.655 17.081 16.676 16.876 13.771  0.958 
 1   9.95 -0.31  1.04642  1.717 3.683  2.417 11.40  0.132 0.98 11.815 12.232 15.238 13.884 12.852 12.212 12.553  9.435  1.046 
 1   9.95 -0.31  0.88043 -0.067 3.762  4.445 11.50  0.146 0.00 16.438 16.653 18.677 17.726 17.076 16.634 16.856 13.743  0.880 
 1   9.95 -0.29  0.94225  0.132 3.777  4.332 11.70  0.121 0.00 16.139 16.306 18.205 17.281 16.695 16.287 16.489 13.383  0.942 
 1   9.95 -0.25  1.07118  2.560 5.061  6.832 11.20  0.126 0.00  9.570 16.390 15.878 16.175 16.261 16.385 16.186 13.018  0.580 
 1   9.95 -0.21  1.05940  0.517 3.703  3.706 11.90  0.127 0.00 15.377 15.721 18.451 17.215 16.271 15.696 16.001 12.877  1.059 
 1   9.95 -0.19  0.99105  0.254 3.774  4.222 11.90  0.131 0.74 15.900 16.100 18.133 17.151 16.512 16.079 16.298 13.190  0.991 
 1   9.95 -0.15  0.86013 -0.221 3.740  4.499 10.40  0.146 0.96 15.108 15.377 17.761 16.671 15.858 15.353 15.615 12.493  0.860 
 1   9.95 -0.15  1.01857  0.340 3.772  4.142 11.90  0.126 0.00 15.821 15.987 17.989 17.006 16.388 15.968 16.177 13.073  1.019 
 1   9.95 -0.13  0.84544 -0.280 3.732  4.517 10.40  0.147 0.00 15.870 16.143 18.561 17.456 16.628 16.119 16.384 13.261  0.845 
 1   9.95 -0.13  1.05181  0.450 3.756  3.981 11.70  0.104 0.00 15.344 15.513 17.661 16.628 15.944 15.494 15.719 12.609  1.052 
 1   9.95 -0.13  0.97791  0.180 3.769  4.271 12.30  0.137 0.00 16.619 16.801 18.834 17.851 17.211 16.782 16.996 13.891  0.978 
 1   9.95 -0.13  1.09300  1.701 3.671  2.405 14.00  0.140 0.00 14.518 15.017 18.380 16.886 15.695 14.993 15.370 12.252  1.093 
 1   9.95 -0.11  1.03567  0.388 3.767  4.081 12.70  0.134 0.00 16.500 16.680 18.752 17.741 17.095 16.661 16.878 13.773  1.036 
 1   9.95 -0.11  1.02156  0.335 3.770  4.138 12.80  0.135 0.72 16.627 16.828 18.922 17.909 17.249 16.807 17.031 13.923  1.022 
 1   9.95 -0.07  0.83344 -0.347 3.720  4.533  8.30  0.103 0.94 13.378 13.678 16.334 15.125 14.189 13.646 13.935 10.804  0.833 
 1   9.95 -0.05  1.05844  0.428 3.733  3.915 10.10  0.126 0.00 13.801 14.042 16.478 15.346 14.531 14.021 14.282 11.167  1.058 
 1   9.95 -0.03  1.00468  0.252 3.763  4.187 12.20  0.116 0.00 16.341 16.506 18.626 17.603 16.926 16.486 16.706 13.600  1.005 
 1   9.95  0.01  1.05422  0.414 3.744  3.970 12.50  0.121 0.00 16.236 16.441 18.778 17.677 16.907 16.421 16.667 13.555  1.054 
 1   9.95  0.13  0.97040  0.041 3.750  4.330 11.50  0.138 0.85 15.863 16.107 18.536 17.414 16.585 16.082 16.342 13.226  0.970 
 1   9.95  0.15  0.91648 -0.154 3.734  4.435 11.20  0.137 0.93 15.848 16.131 18.754 17.559 16.639 16.102 16.384 13.262  0.916 
 1   9.95  0.15  1.03332  0.263 3.753  4.147 11.30  0.112 0.95 14.890 15.064 17.370 16.283 15.516 15.043 15.281 12.172  1.033 
 3  10.07 -3.01  0.65059 -0.478 3.755  4.695 10.60  0.115 0.94 15.998 16.301 17.957 17.271 16.759 16.288 16.522 13.393  0.651 
 3  10.07 -2.83  0.82938  1.493 3.726  2.712 15.30  0.121 0.00 16.337 16.677 18.563 17.685 17.156 16.665 16.912 13.781  0.829 
 3  10.07 -2.81  0.62110 -0.603 3.740  4.741 10.20  0.123 0.95 15.883 16.212 18.000 17.263 16.705 16.199 16.456 13.324  0.621 
 3  10.07 -2.41  0.82926  1.459 3.726  2.749 13.80  0.143 0.00 14.922 15.280 17.184 16.298 15.762 15.268 15.518 12.387  0.829 
 3  10.07 -2.31  0.82186  0.723 3.799  3.770 13.70  0.134 0.90 16.491 16.752 18.280 17.488 17.095 16.737 16.910 13.813  0.822 
 3  10.07 -2.27  0.85633  1.816 3.757  2.518 15.40  0.123 0.97 15.631 15.894 17.733 16.751 16.299 15.881 16.085 12.969  0.833 
 3  10.07 -2.01  0.81076  0.449 3.829  4.158 13.10  0.133 0.00 16.746 16.980 18.477 17.634 17.272 16.965 17.118 14.052  0.811 
 3  10.07 -1.91  0.83852  1.778 3.759  2.566 15.60  0.134 0.00 15.925 16.188 18.059 17.055 16.592 16.174 16.378 13.263  0.839 
 3  10.07 -1.89  0.71251 -0.223 3.781  4.583 10.90  0.119 0.94 15.682 15.950 17.505 16.822 16.351 15.936 16.137 13.018  0.713 
 3  10.07 -1.89  0.78870  0.228 3.818  4.326 12.30  0.140 0.00 16.500 16.754 18.226 17.451 17.070 16.739 16.901 13.822  0.789 
 3  10.07 -1.81  0.81257  0.427 3.824  4.162 12.90  0.122 0.00 16.602 16.823 18.321 17.490 17.121 16.808 16.962 13.890  0.813 
 3  10.07 -1.79  0.83566  1.177 3.729  3.046 14.10  0.132 0.00 15.928 16.254 18.201 17.300 16.728 16.241 16.487 13.358  0.836 
 3  10.07 -1.75  0.77313  0.097 3.808  4.408 12.00  0.124 0.00 16.526 16.768 18.234 17.499 17.100 16.753 16.921 13.830  0.773 
 3  10.07 -1.71  0.72333 -0.183 3.783  4.560 10.90  0.129 0.92 15.660 15.931 17.518 16.812 16.331 15.916 16.118 13.001  0.723 
 3  10.07 -1.71  0.83900  1.682 3.713  2.479 15.50  0.129 0.00 16.064 16.417 18.593 17.567 16.929 16.403 16.675 13.545  0.839 
 3  10.07 -1.67  0.78316  0.154 3.811  4.368 12.20  0.145 0.00 16.585 16.843 18.333 17.572 17.173 16.827 16.997 13.909  0.783 
 3  10.07 -1.67  0.82747  0.579 3.807  3.950 12.70  0.122 0.00 16.023 16.247 17.799 16.966 16.571 16.232 16.396 13.309  0.827 
 3  10.07 -1.61  1.01872  1.654 3.713  2.509 14.50  0.116 0.83 15.136 15.475 17.671 16.637 15.986 15.461 15.733 12.603  0.848 
 3  10.07 -1.57  0.82768  0.448 3.821  4.136 12.60  0.114 0.00 16.251 16.457 17.975 17.136 16.758 16.442 16.597 13.522  0.828 
 3  10.07 -1.57  0.85294  1.758 3.744  2.533 15.90  0.130 1.00 15.525 15.804 17.791 16.777 16.245 15.790 16.016 12.894  0.853 
 3  10.07 -1.55  0.85559  1.880 3.730  2.357 12.70  0.128 0.74 12.765 13.065 15.161 14.116 13.536 13.052 13.296 10.170  0.856 
 3  10.07 -1.55  0.85290  2.153 3.692  1.931 14.30  0.133 0.97 13.668 14.082 16.602 15.410 14.654 14.067 14.382 11.254  0.853 
 3  10.07 -1.53  0.67423 -0.431 3.752  4.654 10.60  0.114 0.89 15.999 16.281 18.147 17.339 16.740 16.265 16.504 13.375  0.674 
 3  10.07 -1.53  0.74895 -0.101 3.789  4.517 11.10  0.115 0.92 15.660 15.905 17.479 16.760 16.289 15.890 16.083 12.970  0.749 
 3  10.07 -1.51  0.85645  1.774 3.743  2.515 15.20  0.141 0.00 15.536 15.823 17.829 16.804 16.267 15.809 16.037 12.915  0.856 
 3  10.07 -1.43  0.85263  1.180 3.724  3.033 14.40  0.124 0.00 16.220 16.534 18.599 17.642 17.018 16.519 16.774 13.645  0.853 
 3  10.07 -1.41  0.80229  0.191 3.811  4.339 12.10  0.139 0.00 16.392 16.630 18.149 17.365 16.959 16.615 16.783 13.696  0.802 
 3  10.07 -1.33  0.85588  1.750 3.736  2.512 14.80  0.141 0.00 15.194 15.488 17.583 16.532 15.949 15.474 15.714 12.590  0.856 
 3  10.07 -1.21  0.85728  1.420 3.711  2.740 14.30  0.131 0.00 15.520 15.867 18.183 17.104 16.388 15.852 16.132 13.004  0.857 
 3  10.07 -1.09  0.81988  0.219 3.802  4.286 12.10  0.141 0.00 16.321 16.547 18.131 17.325 16.889 16.531 16.705 13.612  0.820 
 3  10.07 -0.97  0.80612  0.077 3.790  4.375 10.50  0.114 0.00 15.078 15.279 16.901 16.108 15.637 15.262 15.443 12.340  0.806 
 3  10.07 -0.97  0.84908  0.373 3.796  4.125 12.40  0.126 0.00 16.237 16.440 18.076 17.237 16.787 16.424 16.600 13.504  0.849 
 3  10.07 -0.79  0.89180  1.732 3.678  2.317 15.40  0.125 0.00 15.841 16.289 19.209 17.878 16.906 16.271 16.616 13.493  0.892 
 3  10.07 -0.61  1.20112  1.602 3.677  2.455 14.50  0.135 0.77 15.266 15.730 18.733 17.376 16.357 15.711 16.062 12.940  0.923 
 3  10.07 -0.59  0.92695  1.216 3.690  2.896 13.40  0.114 0.96 14.998 15.358 17.922 16.757 15.904 15.338 15.639 12.518  0.927 
 3  10.07 -0.43  0.95247  1.715 3.693  2.419 14.90  0.136 0.76 15.376 15.765 18.652 17.327 16.361 15.746 16.073 12.954  0.952 
 3  10.07 -0.35  0.92159  0.326 3.767  4.090 11.60  0.144 0.00 15.556 15.762 17.752 16.789 16.175 15.744 15.959 12.850  0.922 
 3  10.11 -2.81  0.75184  0.090 3.812  4.417 10.40  0.127 0.00 14.944 15.210 16.626 15.920 15.540 15.196 15.362 12.274  0.752 
 3  10.11 -2.59  0.92743  1.190 3.733  3.034 12.20  0.143 0.87 13.995 14.348 16.165 15.332 14.816 14.335 14.577 11.448  0.808 
 3  10.11 -2.53  0.80704  1.091 3.736  3.144 12.90  0.132 0.85 14.896 15.232 17.002 16.195 15.690 15.219 15.454 12.326  0.807 
 3  10.11 -2.41  0.87747  1.318 3.730  2.892 12.40  0.123 0.92 13.874 14.208 16.062 15.204 14.679 14.196 14.438 11.308  0.808 
 3  10.11 -2.21  0.80565  0.803 3.753  3.500 13.70  0.118 0.00 16.463 16.755 18.433 17.656 17.179 16.742 16.956 13.831  0.806 
 3  10.11 -2.13  0.81505  2.754 3.684  1.275 17.00  0.114 0.00 14.884 15.333 18.058 16.733 15.962 15.322 15.669 12.538  0.815 
 3  10.11 -1.85  0.69696 -0.267 3.775  4.594 11.00  0.138 0.00 16.437 16.720 18.263 17.584 17.119 16.705 16.905 13.787  0.697 
 3  10.11 -1.81  0.79691  0.433 3.818  4.126 11.40  0.121 0.00 15.088 15.311 16.818 15.995 15.619 15.297 15.454 12.377  0.797 
 3  10.11 -1.81  0.81960  1.802 3.748  2.489 13.60  0.090 0.00 13.865 14.100 16.000 15.008 14.518 14.086 14.297 11.175  0.820 
 3  10.11 -1.81  0.81794  2.358 3.689  1.694 16.20  0.140 0.00 15.076 15.520 18.127 16.884 16.119 15.508 15.837 12.707  0.818 
 3  10.11 -1.79  0.79600  0.417 3.818  4.140  9.70  0.126 0.81 13.308 13.543 15.075 14.259 13.866 13.528 13.694 10.612  0.796 
 3  10.11 -1.51  0.83330  1.585 3.712  2.568 14.30  0.143 0.00 15.108 15.473 17.709 16.661 15.992 15.459 15.737 12.607  0.833 
 3  10.11 -1.41  0.83738  1.789 3.737  2.468 14.50  0.127 0.00 14.798 15.078 17.144 16.100 15.532 15.064 15.299 12.175  0.837 
 3  10.11 -1.35  0.83451  2.187 3.684  1.854 16.50  0.132 0.90 15.795 16.238 18.969 17.688 16.842 16.223 16.560 13.433  0.835 
 3  10.11 -1.25  0.83335  1.432 3.712  2.719 13.90  0.146 0.00 15.090 15.450 17.757 16.681 15.972 15.435 15.717 12.589  0.833 
 3  10.11 -1.21  0.83860  2.901 3.635  0.947 14.50  0.121 0.00 12.017 12.747 16.602 14.827 13.564 12.732 13.210 10.092  0.839 
 3  10.11 -1.19  0.88542  1.766 3.696  2.325 15.10  0.129 0.95 15.455 15.844 18.387 17.203 16.407 15.828 16.137 13.010  0.839 
 3  10.11 -1.19  0.83941  1.826 3.694  2.258 15.20  0.124 0.00 15.405 15.797 18.372 17.171 16.364 15.781 16.093 12.966  0.839 
 3  10.11 -1.13  0.81680  0.338 3.800  4.158  9.40  0.107 0.00 13.324 13.517 15.095 14.282 13.853 13.501 13.670 10.575  0.817 
 3  10.11 -1.09  0.84767  2.042 3.679  1.984 15.00  0.127 0.00 14.664 15.119 17.980 16.656 15.736 15.103 15.449 12.325  0.848 
 3  10.11 -0.69  0.70600 -0.439 3.731  4.593 10.40  0.114 0.00 16.266 16.528 18.727 17.734 16.996 16.506 16.759 13.630  0.706 
 3  10.11 -0.27  0.94662  0.567 3.694  3.570 13.00  0.102 0.00 16.352 16.710 19.515 18.249 17.273 16.684 16.999 13.872  0.947 
#TRILEGAL normally terminated
